index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
488.0,hp,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),60999.0,58.0,intel,,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1366.0,768.0,windows,1
489.0,lenovo,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),71990.0,58.0,intel,core i5,12.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,,False,16.0,1920.0,1200.0,windows,1
490.0,lenovo,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),61859.0,58.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,1920.0,1200.0,windows,1
491.0,asus,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),98990.0,73.0,intel,core i7,10.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,,1200.0,windows,1
492.0,lenovo,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990.0,53.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
493.0,dell,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),59990.0,,intel,core i5,10.0,12.0,8.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
494.0,acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990.0,72.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
495.0,acer,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52990.0,70.0,intel,core i5,8.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
496.0,asus,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),,64.0,intel,core i7,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,,dedicated,False,15.6,,1080.0,windows,1
497.0,asus,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),114990.0,72.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
498.0,asus,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),16990.0,37.0,intel,celeron,2.0,2.0,4.0,SSD,64.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,chrome,1
499.0,asus,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),25751.0,,intel,celeron,2.0,2.0,4.0,SSD,64.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1080.0,chrome,1
500.0,asus,Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),18990.0,37.0,intel,celeron,2.0,2.0,4.0,SSD,128.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,chrome,1
501.0,asus,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),44639.0,57.0,,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,1920.0,1200.0,windows,1
502.0,hp,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44490.0,62.0,intel,core i3,6.0,8.0,8.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1366.0,768.0,windows,1
503.0,asus,Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS),22991.0,37.0,intel,celeron,2.0,2.0,8.0,SSD,64.0,No secondary storage,0.0,intel,integrated,False,15.6,,1080.0,chrome,1
504.0,gigabyte,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),89990.0,73.0,intel,core i5,12.0,16.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
505.0,lenovo,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),,63.0,,core i5,8.0,12.0,,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,1920.0,1200.0,windows,1
506.0,asus,,98468.0,72.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
507.0,lenovo,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58990.0,58.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,,intel,integrated,,14.0,1920.0,1200.0,windows,1
508.0,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),60190.0,59.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
509.0,fujitsu,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),73990.0,65.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1200.0,windows,2
510.0,lenovo,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),64190.0,69.0,,ryzen 7,8.0,,16.0,SSD,512.0,No secondary storage,0.0,amd,,False,14.0,1920.0,1200.0,windows,1
511.0,lenovo,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),41990.0,58.0,amd,ryzen 5,4.0,8.0,8.0,SSD,,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
512.0,lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),44990.0,60.0,amd,ryzen 5,,8.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
513.0,lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),45490.0,56.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,dos,1
514.0,asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),75990.0,65.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
515.0,,,75990.0,66.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
516.0,asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),94369.0,70.0,,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,,False,16.0,1920.0,1200.0,windows,1
517.0,msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990.0,71.0,intel,core i5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
518.0,lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47490.0,65.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
519.0,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94990.0,76.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
520.0,acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990.0,63.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,,14.0,1366.0,,windows,1
521.0,acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41990.0,,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1366.0,768.0,windows,1
522.0,asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40926.0,57.0,intel,,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
523.0,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),71600.0,62.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
524.0,asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990.0,56.0,amd,ryzen 3,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,,1080.0,windows,1
525.0,hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),182990.0,78.0,amd,ryzen 9,8.0,16.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,2560.0,1440.0,windows,1
526.0,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37490.0,58.0,intel,core i3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,
527.0,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),85990.0,57.0,intel,core i7,10.0,12.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
528.0,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990.0,,intel,core i5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
529.0,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58070.0,63.0,amd,ryzen 5,,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
530.0,fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),109990.0,76.0,intel,core i7,12.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,2
531.0,,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),31990.0,51.0,amd,ryzen 3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
532.0,hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),152990.0,70.0,intel,core i7,16.0,24.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,1920.0,1080.0,windows,1
533.0,lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),,64.0,intel,core i5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,,1
534.0,dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),223275.0,,,core i9,14.0,20.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,,1080.0,windows,1
535.0,asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),59990.0,63.0,amd,ryzen 5,6.0,12.0,,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
536.0,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),63990.0,60.0,intel,core i5,8.0,12.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1200.0,windows,1
,wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),26990.0,51.0,intel,core i3,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1080.0,1920.0,windows,1
,acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),41490.0,45.0,intel,core i3,8.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1920.0,1200.0,windows,1
539.0,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),,60.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,1920.0,1200.0,windows,1
540.0,lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),36690.0,60.0,intel,core i3,2.0,4.0,8.0,SSD,512.0,,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
541.0,lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190.0,62.0,intel,core i5,8.0,12.0,16.0,,,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1200.0,windows,2
542.0,infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),,57.0,,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,,integrated,False,14.0,1920.0,1080.0,windows,1
543.0,lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),46990.0,65.0,intel,core i5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
544.0,dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),45870.0,56.0,intel,core i3,5.0,6.0,8.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
545.0,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38349.0,58.0,intel,core i3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
546.0,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),,64.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,1920.0,1080.0,,1
547.0,lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),86990.0,62.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1920.0,1200.0,windows,1
548.0,,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),98990.0,63.0,intel,core i7,12.0,16.0,16.0,SSD,1024.0,No secondary storage,,intel,,,13.3,2560.0,1600.0,windows,1
549.0,dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),32990.0,58.0,,ryzen 3,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
550.0,dell,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87490.0,62.0,,core i5,12.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,False,13.3,2560.0,1600.0,windows,1
,dell,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),47990.0,54.0,amd,ryzen 5,4.0,8.0,8.0,SSD,1024.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
552.0,dell,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),77490.0,59.0,intel,core i5,10.0,12.0,8.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
553.0,dell,,41433.0,57.0,intel,core i3,5.0,6.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
554.0,hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),74950.0,71.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
555.0,dell,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87290.0,60.0,intel,core i5,,12.0,16.0,SSD,1024.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,,windows,1
556.0,dell,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),60490.0,63.0,intel,core i5,10.0,12.0,,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,
557.0,lenovo,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),77990.0,60.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1200.0,windows,1
558.0,asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),89990.0,76.0,intel,core i7,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,,15.6,1920.0,1080.0,windows,1
559.0,msi,,96990.0,76.0,intel,core i7,10.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
,msi,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),104990.0,77.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
561.0,msi,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),149990.0,79.0,intel,core i7,10.0,16.0,16.0,SSD,,No secondary storage,0.0,nvidia,dedicated,False,17.3,1920.0,1080.0,,2
562.0,msi,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),149990.0,76.0,intel,core i7,14.0,20.0,8.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,17.3,2560.0,1440.0,windows,2
,,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),114990.0,77.0,intel,core i7,10.0,16.0,8.0,SSD,1024.0,No secondary storage,0.0,nvidia,,False,17.3,1920.0,1080.0,windows,2
564.0,msi,,55990.0,69.0,intel,core i5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
565.0,msi,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58990.0,71.0,intel,core i5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
566.0,,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),55990.0,70.0,intel,core i5,6.0,12.0,16.0,SSD,,No secondary storage,0.0,nvidia,dedicated,False,,1920.0,1080.0,windows,2
567.0,msi,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990.0,83.0,intel,core i9,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,17.3,1920.0,1080.0,windows,2
568.0,hp,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),119400.0,72.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
569.0,,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99999.0,71.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
570.0,lenovo,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),37500.0,59.0,intel,core i3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,,1
571.0,hp,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),239299.0,86.0,intel,core i9,24.0,32.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,2560.0,1600.0,windows,1
572.0,hp,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),132599.0,,intel,core i5,14.0,20.0,16.0,,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,1920.0,1080.0,windows,1
573.0,,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50999.0,67.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,dedicated,False,15.6,1920.0,1080.0,,1
574.0,asus,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),37588.0,59.0,intel,core i3,6.0,8.0,8.0,,512.0,,0.0,intel,integrated,,14.0,1920.0,1080.0,windows,1
575.0,asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990.0,,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,,1080.0,windows,1
576.0,lenovo,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),58990.0,64.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1200.0,windows,1
577.0,hp,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),105036.0,67.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,13.3,2880.0,1800.0,windows,1
578.0,lenovo,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990.0,58.0,amd,ryzen 5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
579.0,hp,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),101800.0,72.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,1920.0,1080.0,windows,1
580.0,asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),94990.0,72.0,intel,core i7,10.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,,dedicated,False,16.0,1920.0,1200.0,windows,1
581.0,asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,66.0,amd,ryzen 5,6.0,12.0,,SSD,,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
582.0,acer,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159990.0,79.0,intel,core i9,24.0,32.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,1
583.0,asus,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),72990.0,72.0,amd,ryzen 7,8.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,,15.6,1920.0,1080.0,windows,1
584.0,msi,MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),119990.0,73.0,intel,core i7,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,2
